Date : 2026-05-20 23:58:43
Directory : /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance
Total : 188 files,  13534 codes, 900 comments, 2633 blanks, all 17067 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/shell/modal.css                                                   | PostCSS         |         10 |          0 |          2 |         12 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/shell/navbar.css                                                  | PostCSS         |         14 |          0 |          1 |         15 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/shell/star-auction-carousel.css                                   | PostCSS         |         48 |         13 |         10 |         71 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/admin-page.css                                                         | PostCSS         |        126 |         10 |         21 |        157 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/auction-page.css                                                       | PostCSS         |        256 |         10 |         58 |        324 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/create-listing-page.css                                                | PostCSS         |         93 |          4 |         15 |        112 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/general-page.css                                                       | PostCSS         |         78 |          0 |         16 |         94 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/product-detail-page.css                                                | PostCSS         |        133 |          0 |         26 |        159 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/profile-page.css                                                       | PostCSS         |        341 |         32 |         53 |        426 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/themes/dark.css                                                              | PostCSS         |         19 |          7 |          5 |         31 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/themes/light.css                                                             | PostCSS         |         20 |          5 |          5 |         30 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fonts/README.md                                                                  | Markdown        |         11 |          0 |          3 |         14 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/auth/login-card.fxml                                             | XML             |         23 |          0 |          7 |         30 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/auth/register-card.fxml                                          | XML             |         24 |          0 |          7 |         31 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/control/search-bar.fxml                                          | XML             |         17 |          0 |          2 |         19 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/control/theme-toggle.fxml                                        | XML             |         10 |          0 |          2 |         12 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/admin-auction-card.fxml                                     | XML             |         47 |         10 |         11 |         68 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/auction-card.fxml                                           | XML             |         49 |          0 |          3 |         52 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/profile-auction-card.fxml                                   | XML             |         55 |         10 |         11 |         76 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/star-auction-card.fxml                                      | XML             |         52 |         14 |         14 |         80 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/upcoming-auction-card.fxml                                  | XML             |         44 |          0 |          4 |         48 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/modal/promote-modal.fxml                                         | XML             |         75 |         15 |         13 |        103 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/profile/profile-sidebar.fxml                                     | XML             |         16 |          9 |          6 |         31 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/shell/footer.fxml                                                | XML             |         19 |          0 |          3 |         22 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/shell/header.fxml                                                | XML             |         48 |          0 |          2 |         50 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/shell/navbar.fxml                                                | XML             |         16 |          0 |          2 |         18 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/shell/star-auction-carousel.fxml                                 | XML             |         34 |         16 |         10 |         60 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/admin-page.fxml                                                       | XML             |        110 |         16 |         22 |        148 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/auction-page.fxml                                                     | XML             |        182 |         15 |         21 |        218 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/create-listing-page.fxml                                              | XML             |        101 |          2 |         24 |        127 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/general-page.fxml                                                     | XML             |        116 |          1 |          9 |        126 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/personal-profile-page.fxml                                            | XML             |        224 |         19 |         42 |        285 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/product-detail-page.fxml                                              | XML             |        126 |          0 |         13 |        139 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/public-seller-page.fxml                                               | XML             |         88 |         13 |         23 |        124 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/sellers-page.fxml                                                     | XML             |         31 |          0 |          3 |         34 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/i18n/messages_en.properties                                                      | Java Properties |          6 |          0 |          0 |          6 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/i18n/messages_vi.properties                                                      | Java Properties |          6 |          0 |          0 |          6 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/mockdata/auctions.json                                                           | JSON            |        128 |          0 |          0 |        128 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/mockdata/bids.json                                                               | JSON            |        233 |          0 |          0 |        233 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/mockdata/items.json                                                              | JSON            |         66 |          0 |          1 |         67 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/mockdata/users.json                                                              | JSON            |         38 |          0 |          1 |         39 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/GeneralPageUiTest.java                                          | Java            |          9 |          0 |          3 |         12 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/LoginPageUiTest.java                                            | Java            |          9 |          0 |          3 |         12 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/ProductDetailPageUiTest.java                                    | Java            |          9 |          0 |          3 |         12 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/ProfilePageUiTest.java                                          | Java            |          9 |          0 |          3 |         12 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/RegisterPageUiTest.java                                         | Java            |          9 |          0 |          3 |         12 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/component/auctioncard/AuctionCardComponentControllerTest.java | Java            |         10 |          0 |          4 |         14 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/component/header/HeaderComponentControllerTest.java           | Java            |         10 |          0 |          4 |         14 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/page/general/GeneralPageViewModelTest.java                    | Java            |         11 |          0 |          4 |         15 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/page/login/LoginPageViewModelTest.java                        | Java            |         11 |          0 |          3 |         14 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/page/productdetail/ProductDetailPageViewModelTest.java        | Java            |         11 |          0 |          3 |         14 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/page/profile/ProfilePageViewModelTest.java                    | Java            |         11 |          0 |          3 |         14 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/page/register/RegisterPageViewModelTest.java                  | Java            |         11 |          0 |          3 |         14 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/scene/SceneServiceTest.java                                   | Java            |         53 |          0 |         13 |         66 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/service/CssDependencyIndexTest.java                           | Java            |         25 |          0 |         10 |         35 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/pom.xml                                                                                               | XML             |         27 |          0 |          6 |         33 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/Entity.java                                                            | Java            |         19 |          0 |          6 |         25 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/auction/Auction.java                                                   | Java            |         89 |          1 |         23 |        113 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/auction/Bid.java                                                       | Java            |         20 |          0 |          6 |         26 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/AuctionDetailsDto.java                                     | Java            |         34 |          0 |         11 |         45 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/CreateAuctionRequest.java                                  | Java            |         46 |          2 |         16 |         64 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/GetAuctionBySellerIdRequest.java                           | Java            |         15 |          0 |          6 |         21 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/GetAuctionDetailsRequest.java                              | Java            |         15 |          0 |          6 |         21 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/GetFeaturedAuctionsRequest.java                            | Java            |          7 |          4 |          4 |         15 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/GetPublicAuctionsRequest.java                              | Java            |         26 |          0 |          9 |         35 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/PromoteAuctionRequest.java                                 | Java            |         19 |          7 |          8 |         34 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/PublicAuctionDto.java                                      | Java            |         68 |          1 |         17 |         86 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/bid/GetBidByAuctionIdRequest.java                                  | Java            |         34 |          0 |         12 |         46 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/bid/GetBidByBidderIdRequest.java                                   | Java            |         34 |          0 |         13 |         47 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/bid/PlaceBid.java                                                  | Java            |         18 |          0 |          5 |         23 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/item/GetUploadSignatureRequest.java                                | Java            |         15 |          0 |          6 |         21 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/item/GetUploadSignatureResponse.java                               | Java            |         31 |          0 |         10 |         41 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/user/LoginRequest.java                                             | Java            |         15 |          0 |          4 |         19 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/user/RegisterRequest.java                                          | Java            |         22 |          0 |          8 |         30 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/user/UpdatePasswordRequest.java                                    | Java            |         17 |          0 |          5 |         22 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/user/UpdateProfileRequest.java                                     | Java            |         21 |          0 |          5 |         26 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/user/UserInformationReques.java                                    | Java            |          3 |          0 |          4 |          7 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/products/Item.java                                                     | Java            |         32 |          5 |         10 |         47 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/protocol/EventType.java                                                | Java            |         33 |          4 |          7 |         44 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/services/IAuctionService.java                                          | Java            |         24 |          3 |          6 |         33 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/services/IBidService.java                                              | Java            |         15 |          0 |          4 |         19 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/services/IItemService.java                                             | Java            |          8 |          0 |          4 |         12 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/services/IUserService.java                                             | Java            |         14 |          0 |          4 |         18 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/users/Admin.java                                                       | Java            |          6 |          0 |          1 |          7 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/users/StandardUser.java                                                | Java            |          6 |          0 |          1 |          7 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/users/User.java                                                        | Java            |         44 |          0 |         12 |         56 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/utils/DateFormatter.java                                               | Java            |         21 |          2 |          4 |         27 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/utils/JsonMapper.java                                                  | Java            |         41 |         12 |          7 |         60 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/utils/PasswordHasher.java                                              | Java            |         22 |          0 |          6 |         28 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/docs/class-diagram.md                                                                                      | Markdown        |        143 |          0 |         28 |        171 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/docs/migration_star_auction.sql                                                                            | MS SQL          |          5 |          3 |          3 |         11 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/docs/uml/README.md                                                                                         | Markdown        |         17 |          0 |          5 |         22 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/pom.xml                                                                                                    | XML             |         84 |          1 |         13 |         98 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/pom.xml                                                                                             | XML             |         71 |          0 |          8 |         79 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/ServerApp.java                                                     | Java            |         44 |          6 |         10 |         60 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/controller/AuctionController.java                                  | Java            |        148 |          0 |         16 |        164 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/controller/BidController.java                                      | Java            |         85 |          0 |         11 |         96 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/controller/ItemController.java                                     | Java            |         56 |          4 |         14 |         74 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/controller/RequestDispatcher.java                                  | Java            |        168 |          7 |         20 |        195 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/controller/UserController.java                                     | Java            |        141 |          0 |         27 |        168 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/AuctionDao.java                                                | Java            |        478 |         14 |         42 |        534 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/BidDao.java                                                    | Java            |        107 |          0 |          8 |        115 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/DBConnection.java                                              | Java            |         93 |          2 |         11 |        106 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/ItemDao.java                                                   | Java            |         94 |          3 |         13 |        110 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/UserDao.java                                                   | Java            |        156 |          0 |         20 |        176 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/impl/IAuctionDao.java                                          | Java            |         27 |          4 |          8 |         39 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/impl/IBidDao.java                                              | Java            |          9 |          0 |          4 |         13 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/impl/IItemDao.java                                             | Java            |          8 |          0 |          3 |         11 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/impl/IUserDao.java                                             | Java            |         11 |          0 |          3 |         14 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/network/SocketServer.java                                          | Java            |         67 |          1 |         13 |         81 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/AuctionService.java                                       | Java            |        191 |          5 |         34 |        230 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/BidService.java                                           | Java            |         95 |          7 |         21 |        123 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/FeaturedAuctionBatchJob.java                              | Java            |         43 |         10 |          9 |         62 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/ItemService.java                                          | Java            |         30 |          0 |          9 |         39 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/UserService.java                                          | Java            |        151 |          0 |         27 |        178 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/resource/HUONG_DAN_TRIEN_KHAI.md                                                                | Markdown        |         54 |          0 |         28 |         82 |
| /mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/resource/schema.sql                                                                             | MS SQL          |        152 |         19 |         28 |        199 |
| Total                                                                                                                                                                                                |                 |     13,534 |        900 |      2,633 |     17,067 |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
